speed,angle,timestamp,state
"[44.0, -30.0, -28.0, 19.0]","[6367.0, 4395.0, 18885.0, 21501.0]","[66450.0, 66451.0, 66453.0, 66454.0]","[0.0, 0.0, 0.0, 0.0]"
"[67.0, -66.0, -74.0, 99.0]","[11434.0, 1091.0, 15767.0, 24576.0]","[66510.0, 66511.0, 66513.0, 66514.0]","[0.0, 0.0, 0.0, 0.0]"
"[25.0, -46.0, -12.0, 33.0]","[15007.0, 29999.0, 12283.0, 29258.0]","[66570.0, 66571.0, 66573.0, 66574.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -34.0, -36.0, 35.0]","[16247.0, 28716.0, 11346.0, 30664.0]","[66630.0, 66631.0, 66633.0, 66634.0]","[0.0, 0.0, 0.0, 0.0]"
"[61.0, -58.0, -61.0, 62.0]","[18989.0, 25653.0, 8596.0, 956.0]","[66690.0, 66691.0, 66693.0, 66694.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -14.0, -26.0, 23.0]","[20692.0, 23290.0, 6456.0, 3353.0]","[66750.0, 66751.0, 66753.0, 66754.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -35.0, -38.0, 27.0]","[22074.0, 21935.0, 4857.0, 4507.0]","[66810.0, 66811.0, 66813.0, 66814.0]","[0.0, 0.0, 0.0, 0.0]"
"[33.0, -45.0, -30.0, 37.0]","[23748.0, 19458.0, 2864.0, 6665.0]","[66870.0, 66871.0, 66873.0, 66874.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -8.0, 0.0, 11.0]","[24618.0, 18668.0, 2137.0, 7483.0]","[66930.0, 66931.0, 66933.0, 66934.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -25.0, -20.0, 17.0]","[25377.0, 17984.0, 1497.0, 8290.0]","[66990.0, 66991.0, 66993.0, 66994.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -6.0, -13.0, 11.0]","[26304.0, 16883.0, 400.0, 9160.0]","[67050.0, 67051.0, 67053.0, 67054.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -11.0, -11.0, 4.0]","[26770.0, 16412.0, 32682.0, 9605.0]","[67110.0, 67111.0, 67113.0, 67114.0]","[0.0, 0.0, 0.0, 0.0]"
"[17.0, -17.0, -25.0, 12.0]","[27537.0, 15718.0, 31883.0, 10294.0]","[67170.0, 67171.0, 67173.0, 67174.0]","[0.0, 0.0, 0.0, 0.0]"
"[56.0, -21.0, -47.0, 26.0]","[28702.0, 14898.0, 30758.0, 11124.0]","[67230.0, 67231.0, 67233.0, 67234.0]","[0.0, 0.0, 0.0, 0.0]"
"[71.0, -83.0, -87.0, 68.0]","[1520.0, 11814.0, 27131.0, 13997.0]","[67290.0, 67291.0, 67293.0, 67294.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -20.0, -34.0, 12.0]","[5224.0, 8442.0, 23390.0, 17726.0]","[67350.0, 67351.0, 67353.0, 67354.0]","[0.0, 0.0, 0.0, 0.0]"
"[40.0, -36.0, -34.0, 47.0]","[6778.0, 6369.0, 21798.0, 19089.0]","[67410.0, 67411.0, 67413.0, 67414.0]","[0.0, 0.0, 0.0, 0.0]"
"[55.0, -52.0, -56.0, 45.0]","[9595.0, 3984.0, 19154.0, 21777.0]","[67470.0, 67471.0, 67473.0, 67474.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -20.0, -20.0, 20.0]","[11837.0, 1948.0, 17094.0, 23444.0]","[67530.0, 67531.0, 67533.0, 67534.0]","[0.0, 0.0, 0.0, 0.0]"
"[48.0, -36.0, -34.0, 30.0]","[13148.0, 893.0, 15830.0, 24583.0]","[67590.0, 67591.0, 67593.0, 67594.0]","[0.0, 0.0, 0.0, 0.0]"
"[33.0, -28.0, -26.0, 25.0]","[15307.0, 31455.0, 13503.0, 26740.0]","[67650.0, 67651.0, 67653.0, 67654.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -2.0, -16.0, 7.0]","[16618.0, 30939.0, 12736.0, 27641.0]","[67710.0, 67711.0, 67713.0, 67714.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, -27.0, -26.0, 11.0]","[17274.0, 29829.0, 11284.0, 27962.0]","[67770.0, 67771.0, 67773.0, 67774.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -7.0, -9.0, 7.0]","[18298.0, 28983.0, 10351.0, 28930.0]","[67830.0, 67831.0, 67833.0, 67834.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -4.0, -11.0, 11.0]","[18866.0, 28508.0, 9884.0, 29468.0]","[67890.0, 67891.0, 67893.0, 67894.0]","[0.0, 0.0, 0.0, 0.0]"
"[-8.0, -68.0, -52.0, -54.0]","[19468.0, 27975.0, 9193.0, 29801.0]","[67950.0, 67951.0, 67953.0, 67954.0]","[0.0, 0.0, 0.0, 0.0]"
"[-71.0, -113.0, -100.0, -91.0]","[15161.0, 22809.0, 3474.0, 25125.0]","[68010.0, 68011.0, 68013.0, 68014.0]","[0.0, 0.0, 0.0, 0.0]"
"[-85.0, -87.0, -85.0, -115.0]","[10491.0, 18191.0, 31310.0, 20281.0]","[68070.0, 68071.0, 68073.0, 68074.0]","[0.0, 0.0, 0.0, 0.0]"
"[-102.0, -103.0, -79.0, -104.0]","[5294.0, 13244.0, 26634.0, 14806.0]","[68130.0, 68131.0, 68133.0, 68134.0]","[0.0, 0.0, 0.0, 0.0]"
"[-91.0, -86.0, -91.0, -103.0]","[32464.0, 8058.0, 21658.0, 9620.0]","[68190.0, 68191.0, 68193.0, 68194.0]","[0.0, 0.0, 0.0, 0.0]"
"[-110.0, -121.0, -83.0, -92.0]","[27344.0, 2497.0, 16136.0, 4336.0]","[68250.0, 68251.0, 68253.0, 68254.0]","[0.0, 0.0, 0.0, 0.0]"
"[-80.0, -61.0, -80.0, -71.0]","[22443.0, 30174.0, 10776.0, 31991.0]","[68310.0, 68311.0, 68313.0, 68314.0]","[0.0, 0.0, 0.0, 0.0]"
"[-37.0, -31.0, -36.0, -24.0]","[20007.0, 27889.0, 8274.0, 29530.0]","[68370.0, 68371.0, 68373.0, 68374.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, 36.0, -24.0, -12.0]","[19143.0, 28022.0, 7722.0, 28573.0]","[68430.0, 68431.0, 68433.0, 68434.0]","[0.0, 0.0, 0.0, 0.0]"
"[126.0, -78.0, -38.0, 88.0]","[22865.0, 28281.0, 5263.0, 28615.0]","[68490.0, 68491.0, 68493.0, 68494.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -55.0, -48.0, 66.0]","[26618.0, 22495.0, 2345.0, 2891.0]","[68550.0, 68551.0, 68553.0, 68554.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -22.0, -24.0, 25.0]","[29235.0, 20673.0, 446.0, 5259.0]","[68610.0, 68611.0, 68613.0, 68614.0]","[0.0, 0.0, 0.0, 0.0]"
"[57.0, -53.0, -51.0, 43.0]","[31371.0, 19231.0, 31587.0, 6615.0]","[68670.0, 68671.0, 68673.0, 68674.0]","[0.0, 0.0, 0.0, 0.0]"
"[36.0, -35.0, -33.0, 48.0]","[1158.0, 16532.0, 29030.0, 9290.0]","[68730.0, 68731.0, 68733.0, 68734.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -16.0, -18.0, 12.0]","[2116.0, 15259.0, 28128.0, 10365.0]","[68790.0, 68791.0, 68793.0, 68794.0]","[0.0, 0.0, 0.0, 0.0]"
"[43.0, -42.0, -34.0, 45.0]","[3738.0, 13660.0, 26433.0, 12425.0]","[68850.0, 68851.0, 68853.0, 68854.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -18.0, -17.0, 13.0]","[4958.0, 11944.0, 25081.0, 14214.0]","[68910.0, 68911.0, 68913.0, 68914.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -41.0, -14.0, 27.0]","[5241.0, 11254.0, 24567.0, 14786.0]","[68970.0, 68971.0, 68973.0, 68974.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -35.0, -30.0, 37.0]","[6749.0, 8893.0, 23035.0, 16656.0]","[69030.0, 69031.0, 69033.0, 69034.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, -12.0, -8.0, 4.0]","[6429.0, 7983.0, 22268.0, 17303.0]","[69090.0, 69091.0, 69093.0, 69094.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -15.0, -20.0, 21.0]","[7193.0, 7408.0, 21744.0, 18324.0]","[69150.0, 69151.0, 69153.0, 69154.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -15.0, -7.0, 8.0]","[8206.0, 6544.0, 20810.0, 19187.0]","[69210.0, 69211.0, 69213.0, 69214.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -5.0, -11.0, 2.0]","[8578.0, 6042.0, 20442.0, 19505.0]","[69270.0, 69271.0, 69273.0, 69274.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -6.0, -4.0, 3.0]","[8931.0, 5627.0, 20017.0, 19850.0]","[69330.0, 69331.0, 69333.0, 69334.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -6.0, -6.0, -4.0]","[9181.0, 5393.0, 19748.0, 20121.0]","[69390.0, 69391.0, 69393.0, 69394.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -5.0, -2.0, 2.0]","[9301.0, 5264.0, 19638.0, 20268.0]","[69450.0, 69451.0, 69453.0, 69454.0]","[0.0, 0.0, 0.0, 0.0]"
"[115.0, -65.0, -60.0, 52.0]","[13606.0, 4029.0, 17555.0, 21230.0]","[69570.0, 69571.0, 69573.0, 69574.0]","[0.0, 0.0, 0.0, 0.0]"
"[66.0, -69.0, -63.0, 105.0]","[17738.0, 32763.0, 13925.0, 26205.0]","[69630.0, 69631.0, 69633.0, 69634.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -22.0, -30.0, 28.0]","[19618.0, 30562.0, 11561.0, 29018.0]","[69690.0, 69691.0, 69693.0, 69694.0]","[0.0, 0.0, 0.0, 0.0]"
"[67.0, -75.0, -51.0, 56.0]","[21631.0, 28327.0, 9503.0, 31156.0]","[69750.0, 69751.0, 69753.0, 69754.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -53.0, -34.0, 42.0]","[24397.0, 24948.0, 6666.0, 1486.0]","[69810.0, 69811.0, 69813.0, 69814.0]","[0.0, 0.0, 0.0, 0.0]"
"[11.0, -19.0, -16.0, 6.0]","[25408.0, 23625.0, 5508.0, 2770.0]","[69870.0, 69871.0, 69873.0, 69874.0]","[0.0, 0.0, 0.0, 0.0]"
"[52.0, -48.0, -53.0, 41.0]","[27180.0, 21533.0, 3778.0, 4640.0]","[69930.0, 69931.0, 69933.0, 69934.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -16.0, -8.0, 20.0]","[29008.0, 19682.0, 2198.0, 6281.0]","[69990.0, 69991.0, 69993.0, 69994.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -9.0, -15.0, 20.0]","[29410.0, 18814.0, 1813.0, 7210.0]","[70050.0, 70051.0, 70053.0, 70054.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -23.0, -19.0, 15.0]","[30659.0, 17910.0, 686.0, 8210.0]","[70110.0, 70111.0, 70113.0, 70114.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -9.0, -10.0, 2.0]","[31266.0, 17088.0, 32672.0, 8737.0]","[70170.0, 70171.0, 70173.0, 70174.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -11.0, -12.0, 16.0]","[31614.0, 16681.0, 32288.0, 9194.0]","[70230.0, 70231.0, 70233.0, 70234.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -6.0, -10.0, 8.0]","[32054.0, 16240.0, 31747.0, 9595.0]","[70290.0, 70291.0, 70293.0, 70294.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -2.0, -12.0, 1.0]","[32361.0, 16048.0, 31420.0, 9824.0]","[70350.0, 70351.0, 70353.0, 70354.0]","[0.0, 0.0, 0.0, 0.0]"
"[135.0, -51.0, -72.0, 59.0]","[2718.0, 14721.0, 29508.0, 10735.0]","[70410.0, 70411.0, 70413.0, 70414.0]","[0.0, 0.0, 0.0, 0.0]"
"[75.0, -78.0, -64.0, 75.0]","[7278.0, 11030.0, 25715.0, 14953.0]","[70470.0, 70471.0, 70473.0, 70474.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -8.0, -26.0, 20.0]","[9641.0, 9150.0, 23339.0, 17194.0]","[70530.0, 70531.0, 70533.0, 70534.0]","[0.0, 0.0, 0.0, 0.0]"
"[49.0, -61.0, -52.0, 52.0]","[11527.0, 7325.0, 21454.0, 19048.0]","[70590.0, 70591.0, 70593.0, 70594.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -26.0, -33.0, 34.0]","[14425.0, 4422.0, 18415.0, 22098.0]","[70650.0, 70651.0, 70653.0, 70654.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -14.0, -38.0, 9.0]","[15857.0, 3419.0, 17260.0, 23229.0]","[70710.0, 70711.0, 70713.0, 70714.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -42.0, -45.0, 38.0]","[17332.0, 1198.0, 15594.0, 24548.0]","[70770.0, 70771.0, 70773.0, 70774.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -18.0, -14.0, 24.0]","[18891.0, 32216.0, 13932.0, 26167.0]","[70830.0, 70831.0, 70833.0, 70834.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -14.0, -13.0, 15.0]","[19463.0, 31711.0, 13316.0, 26576.0]","[70890.0, 70891.0, 70893.0, 70894.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -21.0, -13.0, 23.0]","[20711.0, 30725.0, 12437.0, 27948.0]","[70950.0, 70951.0, 70953.0, 70954.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -7.0, -11.0, 9.0]","[21333.0, 30047.0, 11757.0, 28514.0]","[71010.0, 71011.0, 71013.0, 71014.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -6.0, -11.0, 8.0]","[21790.0, 29613.0, 11288.0, 28928.0]","[71070.0, 71071.0, 71073.0, 71074.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -3.0, -6.0, -1.0]","[22094.0, 29245.0, 10905.0, 29230.0]","[71130.0, 71131.0, 71133.0, 71134.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -28.0, 32.0, 3.0]","[22328.0, 28987.0, 10574.0, 29460.0]","[71190.0, 71191.0, 71193.0, 71194.0]","[0.0, 0.0, 0.0, 0.0]"
"[-80.0, -80.0, -85.0, -98.0]","[19733.0, 26465.0, 6966.0, 26233.0]","[71250.0, 71251.0, 71253.0, 71254.0]","[0.0, 0.0, 0.0, 0.0]"
"[-77.0, -74.0, -73.0, -91.0]","[14772.0, 21757.0, 2191.0, 21288.0]","[71310.0, 71311.0, 71313.0, 71314.0]","[0.0, 0.0, 0.0, 0.0]"
"[-90.0, -95.0, -85.0, -82.0]","[9739.0, 16816.0, 30115.0, 15979.0]","[71370.0, 71371.0, 71373.0, 71374.0]","[0.0, 0.0, 0.0, 0.0]"
"[-78.0, -100.0, -114.0, -102.0]","[4444.0, 11667.0, 25047.0, 10748.0]","[71430.0, 71431.0, 71433.0, 71434.0]","[0.0, 0.0, 0.0, 0.0]"
"[-107.0, -102.0, -90.0, -82.0]","[32003.0, 6247.0, 19732.0, 5504.0]","[71490.0, 71491.0, 71493.0, 71494.0]","[0.0, 0.0, 0.0, 0.0]"
"[-82.0, -80.0, -114.0, -109.0]","[26719.0, 875.0, 14213.0, 135.0]","[71550.0, 71551.0, 71553.0, 71554.0]","[0.0, 0.0, 0.0, 0.0]"
"[-28.0, -31.0, -34.0, -37.0]","[23160.0, 30091.0, 10685.0, 29428.0]","[71610.0, 71611.0, 71613.0, 71614.0]","[0.0, 0.0, 0.0, 0.0]"
"[-22.0, -18.0, -11.0, -19.0]","[21450.0, 28657.0, 9147.0, 27712.0]","[71670.0, 71671.0, 71673.0, 71674.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, 1.0, 5.0, -1.0]","[20991.0, 28383.0, 8949.0, 27403.0]","[71730.0, 71731.0, 71733.0, 71734.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 1.0, -2.0, -1.0]","[20935.0, 28428.0, 8992.0, 27345.0]","[71790.0, 71791.0, 71793.0, 71794.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, 1.0, 4.0, 3.0]","[20945.0, 28417.0, 8979.0, 27365.0]","[71850.0, 71851.0, 71853.0, 71854.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -1.0, -3.0, 4.0]","[20995.0, 28361.0, 8926.0, 27420.0]","[71910.0, 71911.0, 71913.0, 71914.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -3.0, -2.0, 0.0]","[21050.0, 28308.0, 8874.0, 27479.0]","[71970.0, 71971.0, 71973.0, 71974.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -3.0, -5.0, 2.0]","[21085.0, 28270.0, 8837.0, 27514.0]","[72030.0, 72031.0, 72033.0, 72034.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, 5.0, -2.0, 4.0]","[21099.0, 28257.0, 8821.0, 27527.0]","[72090.0, 72091.0, 72093.0, 72094.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, 2.0, 0.0, -3.0]","[21079.0, 28272.0, 8839.0, 27507.0]","[72150.0, 72151.0, 72153.0, 72154.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, -1.0, 0.0, -4.0]","[21058.0, 28296.0, 8864.0, 27488.0]","[72210.0, 72211.0, 72213.0, 72214.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, 0.0, 1.0, -3.0]","[21057.0, 28296.0, 8863.0, 27489.0]","[72270.0, 72271.0, 72273.0, 72274.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -4.0, -2.0, -3.0]","[21067.0, 28288.0, 8854.0, 27499.0]","[72330.0, 72331.0, 72333.0, 72334.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -3.0, 2.0, -8.0]","[21066.0, 28289.0, 8856.0, 27498.0]","[72390.0, 72391.0, 72393.0, 72394.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -4.0, 0.0, 2.0]","[21061.0, 28294.0, 8860.0, 27495.0]","[72450.0, 72451.0, 72453.0, 72454.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, -7.0, 1.0]","[21065.0, 28290.0, 8857.0, 27498.0]","[72510.0, 72511.0, 72513.0, 72514.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -2.0, 0.0, -1.0]","[21066.0, 28290.0, 8856.0, 27499.0]","[72570.0, 72571.0, 72573.0, 72574.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 4.0, -1.0, -4.0]","[21064.0, 28292.0, 8859.0, 27497.0]","[72630.0, 72631.0, 72633.0, 72634.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, 3.0, -4.0, -2.0]","[21065.0, 28291.0, 8858.0, 27498.0]","[72690.0, 72691.0, 72693.0, 72694.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, 3.0, 1.0, -2.0]","[21066.0, 28291.0, 8857.0, 27499.0]","[72750.0, 72751.0, 72753.0, 72754.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -1.0, -1.0, -1.0]","[21065.0, 28292.0, 8858.0, 27499.0]","[72810.0, 72811.0, 72813.0, 72814.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, 1.0, -2.0]","[21066.0, 28290.0, 8857.0, 27499.0]","[72870.0, 72871.0, 72873.0, 72874.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -5.0, -4.0, -4.0]","[21066.0, 28290.0, 8857.0, 27500.0]","[72930.0, 72931.0, 72933.0, 72934.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, -1.0, 1.0, -1.0]","[21066.0, 28291.0, 8857.0, 27500.0]","[72990.0, 72991.0, 72993.0, 72994.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, 0.0, -5.0, 4.0]","[21067.0, 28290.0, 8857.0, 27500.0]","[73050.0, 73051.0, 73053.0, 73054.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 1.0, 1.0, 0.0]","[21066.0, 28290.0, 8857.0, 27500.0]","[73170.0, 73171.0, 73173.0, 73174.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, -1.0, 2.0, -5.0]","[21067.0, 28290.0, 8857.0, 27501.0]","[73230.0, 73231.0, 73233.0, 73234.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -2.0, 16.0, -2.0]","[21066.0, 28291.0, 8858.0, 27500.0]","[73290.0, 73291.0, 73293.0, 73294.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, -1.0, -6.0, -5.0]","[21066.0, 28291.0, 8857.0, 27500.0]","[73350.0, 73351.0, 73353.0, 73354.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, 1.0, -1.0, -1.0]","[21066.0, 28291.0, 8857.0, 27501.0]","[73410.0, 73411.0, 73413.0, 73414.0]","[0.0, 0.0, 0.0, 0.0]"
"[-5.0, 4.0, -2.0, -4.0]","[21066.0, 28291.0, 8857.0, 27500.0]","[73470.0, 73471.0, 73473.0, 73474.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0, -2.0, 3.0]","[21066.0, 28291.0, 8857.0, 27500.0]","[73530.0, 73531.0, 73533.0, 73534.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, -1.0, 1.0, 1.0]","[21067.0, 28290.0, 8857.0, 27500.0]","[73590.0, 73591.0, 73593.0, 73594.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, 1.0, -6.0, 4.0]","[21067.0, 28291.0, 8858.0, 27500.0]","[73650.0, 73651.0, 73653.0, 73654.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, 5.0, 1.0, -3.0]","[21067.0, 28291.0, 8858.0, 27500.0]","[73710.0, 73711.0, 73713.0, 73714.0]","[0.0, 0.0, 0.0, 0.0]"
"[-3.0, 1.0, 1.0, -3.0]","[21067.0, 28291.0, 8858.0, 27501.0]","[73770.0, 73771.0, 73773.0, 73774.0]","[0.0, 0.0, 0.0, 0.0]"
"[-1.0, 4.0, 2.0, -1.0]","[21066.0, 28291.0, 8858.0, 27500.0]","[73830.0, 73831.0, 73833.0, 73834.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -1.0, -2.0, -1.0]","[21067.0, 28291.0, 8858.0, 27501.0]","[73890.0, 73891.0, 73893.0, 73894.0]","[0.0, 0.0, 0.0, 0.0]"
